"record_id","mofa_material_id","source_url","legacy_archive_id","title_jp","title_en","release_status","years","primary_subject_jp","primary_subject_en","region_labels_en","region_labels_jp","reaction_region_labels_en","reaction_region_labels_jp","entity_labels_en","entity_labels_jp","organization_labels_en","organization_labels_jp","related_organization_labels_en","related_organization_labels_jp","event_labels_en","event_labels_jp","bloc_labels_en","bloc_labels_jp","keyword_labels_en","keyword_labels_jp","analytical_context_labels_en","analytical_context_labels_jp","search_text_jp","search_text_en","search_text_all"
"mofa_100_116354","100-116354","https://da.mofa.go.jp/material-detail?id=100-116354","2019-0762","イラン・イラク問題","Iran-Iraq Question","Partially Open","","","","Middle East / Near East","中東・中近東","","","Iran; Iraq","イラン; イラク","","","","","","","","","","","","","イラン・イラク問題; 中東・中近東; イラン; イラク; 2019-0762; 100-116354","Iran-Iraq Question; Middle East / Near East; Iran; Iraq; 2019-0762; 100-116354","イラン・イラク問題; 中東・中近東; イラン; イラク; 2019-0762; 100-116354; Iran-Iraq Question; Middle East / Near East; Iran; Iraq; 2019-0762; 100-116354; MIDEAST; IRN;IRQ"
"mofa_100_116345","100-116345","https://da.mofa.go.jp/material-detail?id=100-116345","2019-0768","イラン・イラク問題","Iran-Iraq Question","Access Review Required","","","","Middle East / Near East","中東・中近東","","","Iran; Iraq","イラン; イラク","","","","","","","","","","","","","イラン・イラク問題; 中東・中近東; イラン; イラク; 2019-0768; 100-116345","Iran-Iraq Question; Middle East / Near East; Iran; Iraq; 2019-0768; 100-116345","イラン・イラク問題; 中東・中近東; イラン; イラク; 2019-0768; 100-116345; Iran-Iraq Question; Middle East / Near East; Iran; Iraq; 2019-0768; 100-116345; MIDEAST; IRN;IRQ"
"mofa_100_076469","100-076469","https://da.mofa.go.jp/material-detail?id=100-076469","2014-0899","トルコ外交","Turkish Diplomacy","Partially Open","","","","Middle East / Near East","中東・中近東","","","Turkey","トルコ","","","","","","","","","","","","","トルコ外交; 中東・中近東; トルコ; 2014-0899; 100-076469","Turkish Diplomacy; Middle East / Near East; Turkey; 2014-0899; 100-076469","トルコ外交; 中東・中近東; トルコ; 2014-0899; 100-076469; Turkish Diplomacy; Middle East / Near East; Turkey; 2014-0899; 100-076469; MIDEAST; TUR"
"mofa_100_109865","100-109865","https://da.mofa.go.jp/material-detail?id=100-109865","2016-0063","西独外交","West German Diplomacy","Partially Open","","","","Europe; Western Europe","欧州・ヨーロッパ; 西欧","Africa; Asia; East Asia; Eastern Europe; Latin America; Middle East / Near East; South Asia; Southeast Asia","アフリカ; アジア; 東アジア; 東欧; ラテンアメリカ・中南米; 中東・中近東; 南アジア; 東南アジア","West Germany / Federal Republic of Germany","西ドイツ／ドイツ連邦共和国","European Communities","欧州共同体","","","","","","","","","","","西独外交; 欧州・ヨーロッパ; 西欧; アフリカ; アジア; 東アジア; 東欧; ラテンアメリカ・中南米; 中東・中近東; 南アジア; 東南アジア; 西ドイツ／ドイツ連邦共和国; 欧州共同体; 2016-0063; 100-109865","West German Diplomacy; Europe; Western Europe; Africa; Asia; East Asia; Eastern Europe; Latin America; Middle East / Near East; South Asia; Southeast Asia; West Germany / Federal Republic of Germany; European Communities; 2016-0063; 100-109865","西独外交; 欧州・ヨーロッパ; 西欧; アフリカ; アジア; 東アジア; 東欧; ラテンアメリカ・中南米; 中東・中近東; 南アジア; 東南アジア; 西ドイツ／ドイツ連邦共和国; 欧州共同体; 2016-0063; 100-109865; West German Diplomacy; Europe; Western Europe; Africa; Asia; East Asia; Eastern Europe; Latin America; Middle East / Near East; South Asia; Southeast Asia; West Germany / Federal Republic of Germany; European Communities; 2016-0063; 100-109865; EUROPE;WESTERN_EUROPE; EASTERN_EUROPE;ASIA;EAST_ASIA;SOUTHEAST_ASIA;SOUTH_ASIA;LATIN_AMERICA;MIDEAST;AFRICA; DEU_W; EC"
"mofa_100_005244","100-005244","https://da.mofa.go.jp/material-detail?id=100-005244","2009-0721","中国・諸外国間貿易協定","Trade Agreements between the PRC and Foreign Countries","Open","","","","Asia","アジア","","","People's Republic of China","中華人民共和国","","","","","","","","","","","","","中国・諸外国間貿易協定; アジア; 中華人民共和国; 2009-0721; 100-005244","Trade Agreements between the PRC and Foreign Countries; Asia; People's Republic of China; 2009-0721; 100-005244","中国・諸外国間貿易協定; アジア; 中華人民共和国; 2009-0721; 100-005244; Trade Agreements between the PRC and Foreign Countries; Asia; People's Republic of China; 2009-0721; 100-005244; ASIA; PRC"
"mofa_100_071248","100-071248","https://da.mofa.go.jp/material-detail?id=100-071248","2013-3130","中共貿易/統計，資料（含、対日関係）","PRC Trade: Statistics and Reference Materials (Including Relations with Japan)","Open","","","","Asia","アジア","","","Japan; People's Republic of China","日本; 中華人民共和国","","","","","","","Socialist Bloc / Socialist Camp","社会主義圏／社会主義陣営","","","","","中共貿易/統計，資料（含、対日関係）; アジア; 日本; 中華人民共和国; 社会主義圏／社会主義陣営; 2013-3130; 100-071248","PRC Trade: Statistics and Reference Materials (Including Relations with Japan); Asia; Japan; People's Republic of China; Socialist Bloc / Socialist Camp; 2013-3130; 100-071248","中共貿易/統計，資料（含、対日関係）; アジア; 日本; 中華人民共和国; 社会主義圏／社会主義陣営; 2013-3130; 100-071248; PRC Trade: Statistics and Reference Materials (Including Relations with Japan); Asia; Japan; People's Republic of China; Socialist Bloc / Socialist Camp; 2013-3130; 100-071248; ASIA; PRC;JPN; SOCIALIST_BLOC"
"mofa_100_071249","100-071249","https://da.mofa.go.jp/material-detail?id=100-071249","2013-3131","中共対外経済援助","PRC Foreign Economic Assistance","Partially Open","","","","Africa; Asia; Middle East / Near East","アフリカ; アジア; 中東・中近東","","","People's Republic of China","中華人民共和国","","","","","","","Socialist Bloc / Socialist Camp","社会主義圏／社会主義陣営","","","","","中共対外経済援助; アフリカ; アジア; 中東・中近東; 中華人民共和国; 社会主義圏／社会主義陣営; 2013-3131; 100-071249","PRC Foreign Economic Assistance; Africa; Asia; Middle East / Near East; People's Republic of China; Socialist Bloc / Socialist Camp; 2013-3131; 100-071249","中共対外経済援助; アフリカ; アジア; 中東・中近東; 中華人民共和国; 社会主義圏／社会主義陣営; 2013-3131; 100-071249; PRC Foreign Economic Assistance; Africa; Asia; Middle East / Near East; People's Republic of China; Socialist Bloc / Socialist Camp; 2013-3131; 100-071249; ASIA;AFRICA;MIDEAST; PRC; SOCIALIST_BLOC"
"mofa_100_005461","100-005461","https://da.mofa.go.jp/material-detail?id=100-005461","2010-1116","国連","United Nations","Open","","","","Africa; Asia; Global / Worldwide","アフリカ; アジア; 全世界","Africa; Asia; East Asia","アフリカ; アジア; 東アジア","","","United Nations","国際連合／国連","","","","","","","","","","","国連; アフリカ; アジア; 全世界; アフリカ; アジア; 東アジア; 国際連合／国連; 2010-1116; 100-005461","United Nations; Africa; Asia; Global / Worldwide; Africa; Asia; East Asia; 2010-1116; 100-005461","国連; アフリカ; アジア; 全世界; アフリカ; アジア; 東アジア; 国際連合／国連; 2010-1116; 100-005461; United Nations; Africa; Asia; Global / Worldwide; Africa; Asia; East Asia; 2010-1116; 100-005461; GLOBAL;ASIA;AFRICA; EAST_ASIA;ASIA;AFRICA; UN"
"mofa_100_006060","100-006060","https://da.mofa.go.jp/material-detail?id=100-006060","2010-5183","国連","United Nations","Open","","","","Asia; East Asia; Southeast Asia","アジア; 東アジア; 東南アジア","Asia-Pacific; Global / Worldwide; Oceania / Pacific; South Asia","アジア太平洋; 全世界; オセアニア・太平洋; 南アジア","","","Economic Commission for Asia and the Far East; United Nations; World Meteorological Organization","国連アジア極東経済委員会; 国際連合／国連; 世界気象機関","","","","","","","","","","","国連; アジア; 東アジア; 東南アジア; アジア太平洋; 全世界; オセアニア・太平洋; 南アジア; 国連アジア極東経済委員会; 国際連合／国連; 世界気象機関; 2010-5183; 100-006060","United Nations; Asia; East Asia; Southeast Asia; Asia-Pacific; Global / Worldwide; Oceania / Pacific; South Asia; Economic Commission for Asia and the Far East; United Nations; World Meteorological Organization; 2010-5183; 100-006060","国連; アジア; 東アジア; 東南アジア; アジア太平洋; 全世界; オセアニア・太平洋; 南アジア; 国連アジア極東経済委員会; 国際連合／国連; 世界気象機関; 2010-5183; 100-006060; United Nations; Asia; East Asia; Southeast Asia; Asia-Pacific; Global / Worldwide; Oceania / Pacific; South Asia; Economic Commission for Asia and the Far East; United Nations; World Meteorological Organization; 2010-5183; 100-006060; ASIA;EAST_ASIA;SOUTHEAST_ASIA; ASIA_PACIFIC;SOUTH_ASIA;OCEANIA;GLOBAL; UN;WMO;ECAFE"
"mofa_100_103098","100-103098","https://da.mofa.go.jp/material-detail?id=100-103098","2014-4131","国連代表権問題/中共","Question of China's Representation in the United Nations","Partially Open","","","","Asia","アジア","","","China Representation and Recognition Competition; People's Republic of China; Republic of China; Taiwan","中国代表権・承認競争; 中華人民共和国; 中華民国; 台湾","","","","","","","","","","","","","国連代表権問題/中共; アジア; 中国代表権・承認競争; 中華人民共和国; 中華民国; 台湾; 2014-4131; 100-103098","Question of China's Representation in the United Nations; Asia; China Representation and Recognition Competition; People's Republic of China; Republic of China; Taiwan; 2014-4131; 100-103098","国連代表権問題/中共; アジア; 中国代表権・承認競争; 中華人民共和国; 中華民国; 台湾; 2014-4131; 100-103098; Question of China's Representation in the United Nations; Asia; China Representation and Recognition Competition; People's Republic of China; Republic of China; Taiwan; 2014-4131; 100-103098; ASIA; PRC;ROC;CHN_AMBIG;TWN"
"mofa_100_103100","100-103100","https://da.mofa.go.jp/material-detail?id=100-103100","2014-4133","国連代表権問題/中共","Question of China's Representation in the United Nations","Partially Open","","","","East Asia; Global / Worldwide","東アジア; 全世界","Africa; Asia; Eastern Europe; Europe; Latin America; Middle East / Near East; North America; Oceania / Pacific; Western Europe","アフリカ; アジア; 東欧; 欧州・ヨーロッパ; ラテンアメリカ・中南米; 中東・中近東; 北米; オセアニア・太平洋; 西欧","Australia; New Zealand; People's Republic of China; Republic of China; United States","オーストラリア; ニュージーランド; 中華人民共和国; 中華民国; 米国","United Nations; United Nations General Assembly","国際連合／国連; 国連総会","","","26th Session of the United Nations General Assembly","第26回国連総会","","","","","Decolonization and UN Diplomacy; Postcolonial States and China Representation; Third World Responses to China Representation","脱植民地化と国連外交; ポストコロニアル諸国と中国代表権問題; 第三世界の中国代表権問題への反応","国連代表権問題/中共; 東アジア; 全世界; アフリカ; アジア; 東欧; 欧州・ヨーロッパ; ラテンアメリカ・中南米; 中東・中近東; 北米; オセアニア・太平洋; 西欧; オーストラリア; ニュージーランド; 中華人民共和国; 中華民国; 米国; 国際連合／国連; 国連総会; 第26回国連総会; 脱植民地化と国連外交; ポストコロニアル諸国と中国代表権問題; 第三世界の中国代表権問題への反応; 2014-4133; 100-103100","Question of China's Representation in the United Nations; East Asia; Global / Worldwide; Africa; Asia; Eastern Europe; Europe; Latin America; Middle East / Near East; North America; Oceania / Pacific; Western Europe; Australia; New Zealand; People's Republic of China; Republic of China; United States; United Nations; United Nations General Assembly; 26th Session of the United Nations General Assembly; Decolonization and UN Diplomacy; Postcolonial States and China Representation; Third World Responses to China Representation; 2014-4133; 100-103100","国連代表権問題/中共; 東アジア; 全世界; アフリカ; アジア; 東欧; 欧州・ヨーロッパ; ラテンアメリカ・中南米; 中東・中近東; 北米; オセアニア・太平洋; 西欧; オーストラリア; ニュージーランド; 中華人民共和国; 中華民国; 米国; 国際連合／国連; 国連総会; 第26回国連総会; 脱植民地化と国連外交; ポストコロニアル諸国と中国代表権問題; 第三世界の中国代表権問題への反応; 2014-4133; 100-103100; Question of China's Representation in the United Nations; East Asia; Global / Worldwide; Africa; Asia; Eastern Europe; Europe; Latin America; Middle East / Near East; North America; Oceania / Pacific; Western Europe; Australia; New Zealand; People's Republic of China; Republic of China; United States; United Nations; United Nations General Assembly; 26th Session of the United Nations General Assembly; Decolonization and UN Diplomacy; Postcolonial States and China Representation; Third World Responses to China Representation; 2014-4133; 100-103100; GLOBAL;EAST_ASIA; NORTH_AMERICA;WESTERN_EUROPE;EUROPE;ASIA;EASTERN_EUROPE;OCEANIA;LATIN_AMERICA;AFRICA;MIDEAST; PRC;ROC;USA;AUS;NZL; UN;UNGA; UNGA_26_1971; DECOLONIZATION_AND_UN_DIPLOMACY;POSTCOLONIAL_STATES_AND_CHINA_REPRESENTATION;THIRD_WORLD_RESPONSES_TO_CHINA_REPRESENTATION"
"mofa_100_101500","100-101500","https://da.mofa.go.jp/material-detail?id=100-101500","2014-2744","国連中国代表権問題/中共（各国の態度）","Question of China's Representation in the United Nations: Attitudes of Various Countries","Partially Open","","国連中国代表権問題：ラテンアメリカ・アフリカ・オセアニア諸国の態度","Question of China's Representation in the United Nations: Attitudes of Latin American, African, and Oceanian Countries","East Asia; Global / Worldwide","東アジア; 全世界","Africa; Latin America; Oceania / Pacific","アフリカ; ラテンアメリカ・中南米; オセアニア・太平洋","Argentina; Australia; Bolivia; Brazil; Chile; Cote d'Ivoire; Colombia; Dominican Republic; Ecuador; Ghana; Kenya; Madagascar; Mexico; New Zealand; Panama; Peru; People's Republic of China; Paraguay; Republic of China; Senegal; Uruguay; Venezuela; South Africa","アルゼンチン; オーストラリア; ボリビア; ブラジル; チリ; コートジボワール; コロンビア; ドミニカ共和国; エクアドル; ガーナ; ケニア; マダガスカル; メキシコ; ニュージーランド; パナマ; ペルー; 中華人民共和国; パラグアイ; 中華民国; セネガル; ウルグアイ; ベネズエラ; 南アフリカ共和国","United Nations; United Nations General Assembly","国際連合／国連; 国連総会","","","26th Session of the United Nations General Assembly","第26回国連総会","","","Diplomatic Lobbying; Foreign Government Attitudes; Japanese Diplomatic Reporting; PRC-ROC Competition; Support Request; UN China Representation Issue; Vote Counting; Voting Behavior","外交ロビー活動; 諸外国政府の態度; 日本外交当局の報告; 中華人民共和国・中華民国競合; 支持要請; 国連中国代表権問題; 票読み; 投票行動","Decolonization and UN Diplomacy; French Colonial Legacy in Africa; Postcolonial States and China Representation","脱植民地化と国連外交; アフリカにおけるフランス植民地遺産; ポストコロニアル諸国と中国代表権問題","国連中国代表権問題/中共（各国の態度）; 国連中国代表権問題：ラテンアメリカ・アフリカ・オセアニア諸国の態度; 東アジア; 全世界; アフリカ; ラテンアメリカ・中南米; オセアニア・太平洋; アルゼンチン; オーストラリア; ボリビア; ブラジル; チリ; コートジボワール; コロンビア; ドミニカ共和国; エクアドル; ガーナ; ケニア; マダガスカル; メキシコ; ニュージーランド; パナマ; ペルー; 中華人民共和国; パラグアイ; 中華民国; セネガル; ウルグアイ; ベネズエラ; 南アフリカ共和国; 国際連合／国連; 国連総会; 第26回国連総会; 外交ロビー活動; 諸外国政府の態度; 日本外交当局の報告; 中華人民共和国・中華民国競合; 支持要請; 国連中国代表権問題; 票読み; 投票行動; 脱植民地化と国連外交; アフリカにおけるフランス植民地遺産; ポストコロニアル諸国と中国代表権問題; 2014-2744; 100-101500","Question of China's Representation in the United Nations: Attitudes of Various Countries; Question of China's Representation in the United Nations: Attitudes of Latin American, African, and Oceanian Countries; East Asia; Global / Worldwide; Africa; Latin America; Oceania / Pacific; Argentina; Australia; Bolivia; Brazil; Chile; Cote d'Ivoire; Colombia; Dominican Republic; Ecuador; Ghana; Kenya; Madagascar; Mexico; New Zealand; Panama; Peru; People's Republic of China; Paraguay; Republic of China; Senegal; Uruguay; Venezuela; South Africa; United Nations; United Nations General Assembly; 26th Session of the United Nations General Assembly; Diplomatic Lobbying; Foreign Government Attitudes; Japanese Diplomatic Reporting; PRC-ROC Competition; Support Request; UN China Representation Issue; Vote Counting; Voting Behavior; Decolonization and UN Diplomacy; French Colonial Legacy in Africa; Postcolonial States and China Representation; 2014-2744; 100-101500","国連中国代表権問題/中共（各国の態度）; 国連中国代表権問題：ラテンアメリカ・アフリカ・オセアニア諸国の態度; 東アジア; 全世界; アフリカ; ラテンアメリカ・中南米; オセアニア・太平洋; アルゼンチン; オーストラリア; ボリビア; ブラジル; チリ; コートジボワール; コロンビア; ドミニカ共和国; エクアドル; ガーナ; ケニア; マダガスカル; メキシコ; ニュージーランド; パナマ; ペルー; 中華人民共和国; パラグアイ; 中華民国; セネガル; ウルグアイ; ベネズエラ; 南アフリカ共和国; 国際連合／国連; 国連総会; 第26回国連総会; 外交ロビー活動; 諸外国政府の態度; 日本外交当局の報告; 中華人民共和国・中華民国競合; 支持要請; 国連中国代表権問題; 票読み; 投票行動; 脱植民地化と国連外交; アフリカにおけるフランス植民地遺産; ポストコロニアル諸国と中国代表権問題; 2014-2744; 100-101500; Question of China's Representation in the United Nations: Attitudes of Various Countries; Question of China's Representation in the United Nations: Attitudes of Latin American, African, and Oceanian Countries; East Asia; Global / Worldwide; Africa; Latin America; Oceania / Pacific; Argentina; Australia; Bolivia; Brazil; Chile; Cote d'Ivoire; Colombia; Dominican Republic; Ecuador; Ghana; Kenya; Madagascar; Mexico; New Zealand; Panama; Peru; People's Republic of China; Paraguay; Republic of China; Senegal; Uruguay; Venezuela; South Africa; United Nations; United Nations General Assembly; 26th Session of the United Nations General Assembly; Diplomatic Lobbying; Foreign Government Attitudes; Japanese Diplomatic Reporting; PRC-ROC Competition; Support Request; UN China Representation Issue; Vote Counting; Voting Behavior; Decolonization and UN Diplomacy; French Colonial Legacy in Africa; Postcolonial States and China Representation; 2014-2744; 100-101500; GLOBAL;EAST_ASIA; LATIN_AMERICA;AFRICA;OCEANIA; PRC;ROC;COL;VEN;ARG;ECU;MEX;BRA;PAN;PRY;URY;DOM;BOL;CHL;PER;CIV;GHA;ZAF;MDG;SEN;KEN;AUS;NZL; UN;UNGA; UNGA_26_1971; UN_CHINA_REPRESENTATION_ISSUE;VOTING_BEHAVIOR;VOTE_COUNTING;DIPLOMATIC_LOBBYING;SUPPORT_REQUEST;FOREIGN_GOVERNMENT_ATTITUDES;JAPANESE_DIPLOMATIC_REPORTING;PRC_ROC_COMPETITION; FRENCH_COLONIAL_LEGACY_IN_AFRICA;POSTCOLONIAL_STATES_AND_CHINA_REPRESENTATION;DECOLONIZATION_AND_UN_DIPLOMACY"
"mofa_100_108902","100-108902","https://da.mofa.go.jp/material-detail?id=100-108902","2015-2086","国連中国代表権問題/中共（各国の態度）","Question of China's Representation in the United Nations: Attitudes of Various Countries","Partially Open","","国連中国代表権問題：ニクソン訪中発表前後の中華民国および諸外国の態度","UN China Representation: ROC and Foreign Reactions around the Announcement of Nixon's Visit to the PRC","East Asia; Global / Worldwide","東アジア; 全世界","Global / Worldwide","全世界","People's Republic of China; Republic of China; United States","中華人民共和国; 中華民国; 米国","United Nations; United Nations General Assembly","国際連合／国連; 国連総会","","","Announcement of Nixon's Visit to China; 26th Session of the United Nations General Assembly","ニクソン訪中発表; 第26回国連総会","","","Foreign Government Attitudes; Japanese Diplomatic Reporting; President Nixon's Visit to the PRC; PRC-ROC Competition; UN China Representation Issue; US-PRC Rapprochement; Vote Counting; Voting Behavior","諸外国政府の態度; 日本外交当局の報告; ニクソン米大統領訪中; 中華人民共和国・中華民国競合; 国連中国代表権問題; 米中接近; 票読み; 投票行動","Decolonization and UN Diplomacy; Postcolonial States and China Representation","脱植民地化と国連外交; ポストコロニアル諸国と中国代表権問題","国連中国代表権問題/中共（各国の態度）; 国連中国代表権問題：ニクソン訪中発表前後の中華民国および諸外国の態度; 東アジア; 全世界; 全世界; 中華人民共和国; 中華民国; 米国; 国際連合／国連; 国連総会; ニクソン訪中発表; 第26回国連総会; 諸外国政府の態度; 日本外交当局の報告; ニクソン米大統領訪中; 中華人民共和国・中華民国競合; 国連中国代表権問題; 米中接近; 票読み; 投票行動; 脱植民地化と国連外交; ポストコロニアル諸国と中国代表権問題; 2015-2086; 100-108902","Question of China's Representation in the United Nations: Attitudes of Various Countries; UN China Representation: ROC and Foreign Reactions around the Announcement of Nixon's Visit to the PRC; East Asia; Global / Worldwide; Global / Worldwide; People's Republic of China; Republic of China; United States; United Nations; United Nations General Assembly; Announcement of Nixon's Visit to China; 26th Session of the United Nations General Assembly; Foreign Government Attitudes; Japanese Diplomatic Reporting; President Nixon's Visit to the PRC; PRC-ROC Competition; UN China Representation Issue; US-PRC Rapprochement; Vote Counting; Voting Behavior; Decolonization and UN Diplomacy; Postcolonial States and China Representation; 2015-2086; 100-108902","国連中国代表権問題/中共（各国の態度）; 国連中国代表権問題：ニクソン訪中発表前後の中華民国および諸外国の態度; 東アジア; 全世界; 全世界; 中華人民共和国; 中華民国; 米国; 国際連合／国連; 国連総会; ニクソン訪中発表; 第26回国連総会; 諸外国政府の態度; 日本外交当局の報告; ニクソン米大統領訪中; 中華人民共和国・中華民国競合; 国連中国代表権問題; 米中接近; 票読み; 投票行動; 脱植民地化と国連外交; ポストコロニアル諸国と中国代表権問題; 2015-2086; 100-108902; Question of China's Representation in the United Nations: Attitudes of Various Countries; UN China Representation: ROC and Foreign Reactions around the Announcement of Nixon's Visit to the PRC; East Asia; Global / Worldwide; Global / Worldwide; People's Republic of China; Republic of China; United States; United Nations; United Nations General Assembly; Announcement of Nixon's Visit to China; 26th Session of the United Nations General Assembly; Foreign Government Attitudes; Japanese Diplomatic Reporting; President Nixon's Visit to the PRC; PRC-ROC Competition; UN China Representation Issue; US-PRC Rapprochement; Vote Counting; Voting Behavior; Decolonization and UN Diplomacy; Postcolonial States and China Representation; 2015-2086; 100-108902; GLOBAL;EAST_ASIA; GLOBAL; PRC;ROC;USA; UN;UNGA; NIXON_CHINA_VISIT_ANNOUNCEMENT_1971;UNGA_26_1971; UN_CHINA_REPRESENTATION_ISSUE;US_PRC_RAPPROCHEMENT;NIXON_VISIT_TO_PRC;FOREIGN_GOVERNMENT_ATTITUDES;JAPANESE_DIPLOMATIC_REPORTING;PRC_ROC_COMPETITION;VOTING_BEHAVIOR;VOTE_COUNTING; DECOLONIZATION_AND_UN_DIPLOMACY;POSTCOLONIAL_STATES_AND_CHINA_REPRESENTATION"
"mofa_100_108900","100-108900","https://da.mofa.go.jp/material-detail?id=100-108900","2015-2085","国連代表権問題/中共（アジア、中近東、アフリカ諸国の態度）","Question of China's Representation in the United Nations: Attitudes of Asian, Middle Eastern, and African Countries","Partially Open","","国連中国代表権問題：第26回国連総会に向けたアジア・中近東・アフリカ諸国の態度","UN China Representation: Attitudes of Asian, Middle Eastern, and African Countries before the 26th UN General Assembly","East Asia; Global / Worldwide","東アジア; 全世界","Africa; Asia; Middle East / Near East","アフリカ; アジア; 中東・中近東","People's Republic of China; Republic of China","中華人民共和国; 中華民国","United Nations; United Nations General Assembly","国際連合／国連; 国連総会","","","25th Session of the United Nations General Assembly; 26th Session of the United Nations General Assembly","第25回国連総会; 第26回国連総会","","","Diplomatic Lobbying; Foreign Government Attitudes; Japanese Diplomatic Reporting; PRC-ROC Competition; UN China Representation Issue; Vote Counting; Voting Behavior","外交ロビー活動; 諸外国政府の態度; 日本外交当局の報告; 中華人民共和国・中華民国競合; 国連中国代表権問題; 票読み; 投票行動","Decolonization and UN Diplomacy; Postcolonial States and China Representation; Third World Responses to China Representation","脱植民地化と国連外交; ポストコロニアル諸国と中国代表権問題; 第三世界の中国代表権問題への反応","国連代表権問題/中共（アジア、中近東、アフリカ諸国の態度）; 国連中国代表権問題：第26回国連総会に向けたアジア・中近東・アフリカ諸国の態度; 東アジア; 全世界; アフリカ; アジア; 中東・中近東; 中華人民共和国; 中華民国; 国際連合／国連; 国連総会; 第25回国連総会; 第26回国連総会; 外交ロビー活動; 諸外国政府の態度; 日本外交当局の報告; 中華人民共和国・中華民国競合; 国連中国代表権問題; 票読み; 投票行動; 脱植民地化と国連外交; ポストコロニアル諸国と中国代表権問題; 第三世界の中国代表権問題への反応; 2015-2085; 100-108900","Question of China's Representation in the United Nations: Attitudes of Asian, Middle Eastern, and African Countries; UN China Representation: Attitudes of Asian, Middle Eastern, and African Countries before the 26th UN General Assembly; East Asia; Global / Worldwide; Africa; Asia; Middle East / Near East; People's Republic of China; Republic of China; United Nations; United Nations General Assembly; 25th Session of the United Nations General Assembly; 26th Session of the United Nations General Assembly; Diplomatic Lobbying; Foreign Government Attitudes; Japanese Diplomatic Reporting; PRC-ROC Competition; UN China Representation Issue; Vote Counting; Voting Behavior; Decolonization and UN Diplomacy; Postcolonial States and China Representation; Third World Responses to China Representation; 2015-2085; 100-108900","国連代表権問題/中共（アジア、中近東、アフリカ諸国の態度）; 国連中国代表権問題：第26回国連総会に向けたアジア・中近東・アフリカ諸国の態度; 東アジア; 全世界; アフリカ; アジア; 中東・中近東; 中華人民共和国; 中華民国; 国際連合／国連; 国連総会; 第25回国連総会; 第26回国連総会; 外交ロビー活動; 諸外国政府の態度; 日本外交当局の報告; 中華人民共和国・中華民国競合; 国連中国代表権問題; 票読み; 投票行動; 脱植民地化と国連外交; ポストコロニアル諸国と中国代表権問題; 第三世界の中国代表権問題への反応; 2015-2085; 100-108900; Question of China's Representation in the United Nations: Attitudes of Asian, Middle Eastern, and African Countries; UN China Representation: Attitudes of Asian, Middle Eastern, and African Countries before the 26th UN General Assembly; East Asia; Global / Worldwide; Africa; Asia; Middle East / Near East; People's Republic of China; Republic of China; United Nations; United Nations General Assembly; 25th Session of the United Nations General Assembly; 26th Session of the United Nations General Assembly; Diplomatic Lobbying; Foreign Government Attitudes; Japanese Diplomatic Reporting; PRC-ROC Competition; UN China Representation Issue; Vote Counting; Voting Behavior; Decolonization and UN Diplomacy; Postcolonial States and China Representation; Third World Responses to China Representation; 2015-2085; 100-108900; GLOBAL;EAST_ASIA; ASIA;MIDEAST;AFRICA; PRC;ROC; UN;UNGA; UNGA_25_1970;UNGA_26_1971; UN_CHINA_REPRESENTATION_ISSUE;VOTING_BEHAVIOR;VOTE_COUNTING;FOREIGN_GOVERNMENT_ATTITUDES;JAPANESE_DIPLOMATIC_REPORTING;PRC_ROC_COMPETITION;DIPLOMATIC_LOBBYING; DECOLONIZATION_AND_UN_DIPLOMACY;POSTCOLONIAL_STATES_AND_CHINA_REPRESENTATION;THIRD_WORLD_RESPONSES_TO_CHINA_REPRESENTATION"
"mofa_100_115122","100-115122","https://da.mofa.go.jp/material-detail?id=100-115122","2018-0965","国連に関する日・諸外国協議","Japan's Consultations with Foreign Countries on the United Nations","Access Review Required","","","","Global / Worldwide","全世界","","","Japan","日本","United Nations","国際連合／国連","","","","","","","","","","","国連に関する日・諸外国協議; 全世界; 日本; 国際連合／国連; 2018-0965; 100-115122","Japan's Consultations with Foreign Countries on the United Nations; Global / Worldwide; Japan; United Nations; 2018-0965; 100-115122","国連に関する日・諸外国協議; 全世界; 日本; 国際連合／国連; 2018-0965; 100-115122; Japan's Consultations with Foreign Countries on the United Nations; Global / Worldwide; Japan; United Nations; 2018-0965; 100-115122; GLOBAL; JPN; UN"
